Id	Location	Type
07997	Schweitzertanya	farm
07998	Szecska	suburb
07999	Tömördi Madárvárta	locality
08000	Ómajor	locality
08001	Újtelep	hamlet
08002	Kőhegy	suburb
08003	Szigetkert	suburb
08004	Bányatelep	suburb
08005	Kodály Zoltán lakótelep	suburb
08006	Pórdömölk	suburb
08007	Újtelep	suburb
08008	Ipari- és logisztikai park	suburb
08009	Mikes-lakótelep	suburb
08010	Bokodpuszta	suburb
08011	Kovácstanya	farm
08012	Gátőrház	farm
08013	Öreghegy	hamlet
08014	Alj-dűlő	locality
08015	Alsó-erdő	locality
08016	Cseresznyés-völgy	locality
08017	Eresztvények	locality
08018	Felső-erdő	locality
08019	Házas-völgy	locality
08020	Nagy-Malom-hegy	locality
08021	Csalán-vágás	locality
08022	Lábas-hegy	locality
08023	Ló-Pagony	locality
08024	Meszes-bükk	locality
08025	Simon halála	locality
08026	Vizes-bükk	locality
08027	Leánytemető	locality
08028	Alsó Szarka-berek	locality
08029	Anyácsa	locality
08030	Anyácsapuszta	farm
08031	Bán-rét alsó	locality
08032	Bán-rét	locality
08033	Békás-patak	locality
08034	Cseresznyés	locality
08035	Dézsértáj	locality
08036	Erdei-dűlő	locality
08037	Erdei-maradvány	locality
08038	Fakert-dűlő	locality
08039	Felső-Szarka-berek	locality
08040	Felső Ökör-mező	locality
08041	Jenői-határföldek	locality
08042	Kenderes	locality
08043	Kis-tói-rétek	locality
08044	Krajcár rétek	locality
08045	Káposztás	locality
08046	Köblös alsó	locality
08047	Köblös-tag	locality
08048	Körte-völgy	locality
08049	Körtvélyes	locality
08050	Köves	locality
08051	Kövesek	locality
08052	Községi-erdő	locality
08053	Nagy út melletti alsó	locality
08054	Paraszt-rétek	locality
08055	Perbál úti dűlő	locality
08056	Rossz-templom-dűlő	locality
08057	Rossz-tó felett	locality
08058	Répaföldek	locality
08059	Somos	locality
08060	Tó farka	locality
08061	Töki-határföldek	locality
08062	Töki-malom	locality
08063	Vadas	locality
08064	Vida-tanya-dűlő	locality
08065	Zsidó-földek	locality
08066	Zsámbéki-alsó-szél	locality
08067	Zsámbéki-szél	locality
08068	Csillag	locality
08069	Csillag-hegy	locality
08070	Csonkatebe	locality
08071	Erdő alatti-földek	locality
08072	Gurgyal	locality
08073	Hosszú-dűlő	locality
08074	Kis-vető	locality
08075	Kozárom	locality
08076	Kálvária-hegy	locality
08077	Közép-fertályok	locality
08078	Malom melletti dűlő	locality
08079	Malom-árok-rét	locality
08080	Méhes-dűlő	locality
08081	Nagy-földek	locality
08082	Nyári-kis-földek	locality
08083	Nyári-nagy-földek	locality
08084	Pesti úti-dűlő	locality
08085	Páskom	locality
08086	Ramos	locality
08087	Strázsa-hegy	locality
08088	Strázsa-hegy alja	locality
08089	Szederinda	locality
08090	Szil-hát	locality
08091	Szurok-dűlő	locality
08092	Töki-nagy-földek	locality
08093	Zsámbéki úti dűlő	locality
08094	Alsó-kődomb-dűlő	locality
08095	Cseresznyés-dűlő	locality
08096	Disznó-lápa-dűlő	locality
08097	Etyeki-domb	locality
08098	Faluvégi-dűlő	locality
08099	Farkas-árok-dűlő	locality
08100	Felső-kődomb-dűlő	locality
08101	Öreg templom völgy	locality
08102	Forrás-dűlő	locality
08103	Forrási-dűlő	locality
08104	Halál-domb	locality
08105	Határ-dűlő	locality
08106	Herés-kert	locality
08107	Jenei úti dűlő	locality
08108	Kerek-domb	locality
08109	Káposztás-dűlő	locality
08110	Közép-dűlő	locality
08111	Malomi-dűlő	locality
08112	Nagy-lapos-dűlő	locality
08113	Pap-rét	locality
08114	Pörösök-dűlő	locality
08115	Rozália-kúp	locality
08116	Sasfészek-dűlő	locality
08117	Szabad-föld	locality
08118	Szarvasugrás	locality
08119	Szőlőhegy alatti dűlő	locality
08120	Tuskószőlő-dűlő	locality
08121	Tó-melléki-dűlő	locality
08122	Tófenék-dűlő	locality
08123	Borbála	locality
08124	Borbálapuszta	farm
08125	Burján-árok	locality
08126	Burjáni-erdő	locality
08127	Burjáni-gödrök	locality
08128	Csapás úti dűlő	locality
08129	Csobányi-dűlő	locality
08130	Csípő	locality
08131	Csípőfai-sík	locality
08132	Fekete-bokor	locality
08133	Felső-major-dűlő	locality
08134	Felső-vető	locality
08135	Forrás	locality
08136	Forrás-kút	locality
08137	Forráspuszta	locality
08138	Harasztos-dűlő	locality
08139	Homok-réti-föld	locality
08140	Hosszú legelő	locality
08141	Káposztás	locality
08142	Körtvélyes-dűlő	locality
08143	Külső-rét-dűlő	locality
08144	Lóállási-hegyek	locality
08145	Malom alatti rét	locality
08146	Muhar-föld	locality
08147	Móri út	locality
08148	Német-Gránás	locality
08149	Páskomok	locality
08150	Pöcök	locality
08151	Rátkai út mente dűlő	locality
08152	Réti-föld	locality
08153	Sarok-legelő	locality
08154	Szilos	locality
08155	Sándor-dűlő	locality
08156	Sóstó	locality
08157	Telkes-legelő	locality
08158	Tikmony völgye	locality
08159	Acsai határra dűlő	locality
08160	Almás-dűlő	locality
08161	Alsó-sor	locality
08162	Belmajor	locality
08163	Belmajori-dűlő	locality
08164	Boglári-határ-dűlő (a Som-gödör alatt)	locality
08165	Bögös-dűlő	locality
08166	Cseresznyés	locality
08167	Csordakúti-dűlők	locality
08168	Csuka-tó-rét	locality
08169	Császár-tói-dűlő	locality
08170	Csíkvarsai-rét	locality
08171	Dobogó	locality
08172	Dömötör-hegy	locality
08173	Erdő-földek	locality
08174	Erdőföld	locality
08175	Erdőhely	locality
08176	Formapusztai-dűlő	locality
08177	Forna-puszta	locality
08178	Fornapusztai-dűlő	locality
08179	Gerebáry	locality
08180	Gulya-kút	locality
08181	Gurdimajor	locality
08182	Gödrös-tábla	locality
08183	Háromtagosok	locality
08184	Ingó-kúti-tábla	locality
08185	Kék-gyümölcsös	locality
08186	Köles-földi-dűlő	locality
08187	Közép-dűlő	locality
08188	Középső-dűlők	locality
08189	Miklósi-tábla	locality
08190	Málé-hegy	locality
08191	Nagy-Pogácsa	locality
08192	Nagy-diófa-dűlő	locality
08193	Nagy-réti-dűlő	locality
08194	Nagyszilfa	locality
08195	Nádasi-tábla	locality
08196	Pap-földek	locality
08197	Pap-földek-dűlő	locality
08198	Pince-haraszt	locality
08199	Pogácsa	locality
08200	Pogácsa-dűlő	locality
08201	Prinzalé-dűlő	locality
08202	Páskum	locality
08203	Pátkai-sarok	locality
08204	Rovákja	locality
08205	Rovákja-dűlő	locality
08206	Rovákjai-dűlők	locality
08207	Rovákjamajor	farm
08208	Rác úti dűlő	locality
08209	Rét-földek	locality
08210	Selyem-rét	locality
08211	Som-gödör	locality
08212	Somos-Alsó-dűlő	locality
08213	Somos-felső	locality
08214	Szabadosok dűlője	locality
08215	Szedres-csapási-tábla	locality
08216	Táligeti-dűlő	locality
08217	Tégla-ház	locality
08218	Tó-dűlő	locality
08219	Vadalma-dűlő	locality
08220	Vadász-dűlő	locality
08221	Vashegyi-szőlők	locality
08222	Vermes-dűlő	locality
08223	Vízállás-dűlő	locality
08224	Ökör-mező	locality
08225	Öreg-Szőlő-hegy	locality
08226	Újmajor	locality
08227	Csókás-erdő	locality
08228	Gógány-dűlő	locality
08229	Halastó rét	locality
08230	Nyárkút rét	locality
08231	Pálfája erdő	locality
08232	Strázsa-halom	locality
08233	Száraz-dűlő	locality
08234	Kovács-hegy alja	locality
08235	Kovács-hegy	locality
08236	Lengyel halála	locality
08237	Vaskapu	locality
08238	Öreg-hegy	locality
08239	Agárdi-dűlő	locality
08240	Alsó-dűlő	locality
08241	Alsó-farkasfai	locality
08242	Alsó-rét	locality
08243	Alsó-rét-dűlő	locality
08244	Alsó-rét-dűlő	locality
08245	Antali-erdő	locality
08246	Baranya-hegy	locality
08247	Baranyán túl dűlő	locality
08248	Beliczay-sziget	locality
08249	Belső-Martoni-dűlő	locality
08250	Belső-Mákos-dűlő	locality
08251	Belső-tordasi-dűlő	locality
08252	Bányavölgy-puszta	locality
08253	Csillag-hegy	locality
08254	Csúcsos-hegy	locality
08255	Cukor-hegy	locality
08256	Erdő-föld-dűlő	locality
08257	Esői-legelő	locality
08258	Falu feletti dűlő	locality
08259	Farkasfa	locality
08260	Felső-farkasfai	locality
08261	Felső-rét	locality
08262	Felső-rét	locality
08263	Fő-dűlő	locality
08264	Gyúrói úton aluli-dűlő	locality
08265	Gyúrói úton felüli-dűlő	locality
08266	Gyűrűs-kúti-dűlő	locality
08267	Gyűrűsi-dűlő	locality
08268	Gyűrűsi-erdő	locality
08269	Gyűrűsmajor	farm
08270	Gábormajori-erdő	locality
08271	Gödöri-dűlő	locality
08272	Görbe-fás-erdő	locality
08273	Halom-tető	locality
08274	Haraszti-erdő	locality
08275	Hatöles-dűlő	locality
08276	Hegyre-dűlő	locality
08277	Hosszú-dűlői-szőlők	locality
08278	Jegyző-föld-dűlő	locality
08279	Jéger-házi-dűlő	locality
08280	Kerek-domb	locality
08281	Kerek-dombi-dűlő	locality
08282	Kis-föld-dűlő	locality
08283	Kis-rét	locality
08284	Kuldói határra dűlő	locality
08285	Kálozpuszta	locality
08286	Közép-farkasfai	locality
08287	Közép-irtás	locality
08288	Külső-tordasi-dűlő	locality
08289	Ürge-telek	locality
08290	Malmi-tábla	locality
08291	Martoni-dűlő	locality
08292	Mogyorós-dűlő	locality
08293	Molnár-föld-dűlő	locality
08294	Nyárás-tető	locality
08295	Pap-föld-dűlő	locality
08296	Pogány-gyep	locality
08297	Pogány-vári-dűlő	locality
08298	Pálinkás-dűlő	locality
08299	Páskom	locality
08300	Páskom-dűlő	locality
08301	Pázmándi-dűlő	locality
08302	Réti-dűlő	locality
08303	Somos-erdő	locality
08304	Spanyol-dűlő	locality
08305	Szabad-hegy	locality
08306	Szegény-dűlő	locality
08307	Szilas-dűlő	locality
08308	Szilvás-dűlő	locality
08309	Széles-dűlő	locality
08310	Széles-dűlő	locality
08311	Szőlők alatti dűlő	locality
08312	Szőlős-proletár-dűlő	locality
08313	Tekerület-dűlő	locality
08314	Temető-dűlő	locality
08315	Vadász-föld-dűlő	locality
08316	Varga-tói-dűlő	locality
08317	Varjú-delelő	locality
08318	Vaskapu-dűlő	locality
08319	Váli-határ-dűlő	locality
08320	Váli-völgy	locality
08321	Zsellérek dűlője	locality
08322	Öreg-hegy	locality
08323	Öreg hegyalja dűlő	locality
08324	Öreg-hegy	locality
08325	Bárány-híd	locality
08326	Bélápa-dűlő	locality
08327	Bélápa-tó	locality
08328	Csordakút	locality
08329	Csordakút	farm
08330	Pogányvár	locality
08331	Tagosok dűlője	locality
08332	Tüske-dűlő	locality
08333	Vérti-határ	locality
08334	Vérti-puszta	locality
08335	Gödöri-dűlők	locality
08336	Hallgató	locality
08337	Irtásföld	locality
08338	Kő-hegy	locality
08339	Macska-dűlő	locality
08340	Malom-dűlő	locality
08341	Peskő alja	locality
08342	Réti-földek	locality
08343	Róka-lyuk	locality
08344	Tuskó-rét	locality
08345	Új-Hosszú-dűlő	locality
08346	Bodza-völgy	locality
08347	Hosszú-bérc	locality
08348	Alsó-Mandula-hegy	locality
08349	Badacsony-dűlő	locality
08350	Bereföldi-dűlő	locality
08351	Bereg-kúti-dűlő	locality
08352	Diós alja	locality
08353	Dombos	locality
08354	Felső-dűlő	locality
08355	Forrásos	locality
08356	Gyalogúti-dűlő	locality
08357	Hosszú-dűlő	locality
08358	Javadalmazottak dűlője	locality
08359	Kisáj	locality
08360	Kásafőző	locality
08361	Mandula-hegy	locality
08362	Mandulai-dűlő	locality
08363	Pap-dűlő	locality
08364	Szőllőki-dűlő	locality
08365	Sóskabokor alsó	locality
08366	Sóskabokor felső	locality
08367	Sóskabokor határra dűlő	locality
08368	Váli-szakadék	locality
08369	Ágvári-dűlő	locality
08370	Hegyes-hegy	locality
08371	Kakukk-hegy	locality
08372	Kúti-dűlő	locality
08373	Nagy-Tuskó	locality
08374	Vizes-dűlő	locality
08375	Öreg-irtás	locality
08376	Új-irtások	locality
08377	Barátházi-dűlő	locality
08378	Bicskei úti dűlő	locality
08379	Bitang-dűlő	locality
08380	Bresztó-dűlő	locality
08381	Budai úti dűlő	locality
08382	Budai úti dűlő	locality
08383	Bánya-tető	locality
08384	Csikós-legelő	locality
08385	Diófa-árok	locality
08386	Erdő melletti dűlő	locality
08387	Erdő-majori-dűlő	locality
08388	Erdőmajor	farm
08389	Etyeki úti dűlő	locality
08390	Felső-rét	locality
08391	Gazdák földje dűlő	locality
08392	Gyérvári-határdűlő	locality
08393	Gyúrói határra dűlő	locality
08394	Gyúrói úti dűlő	locality
08395	Gyúrói-határdűlő	locality
08396	Haraszt alja dűlő	locality
08397	Helyettes-dűlő	locality
08398	Homok-vételi-dűlő	locality
08399	Hársas-dűlő	locality
08400	Jobbágyi-második-vetődűlő	locality
08401	Kőkaloda-dűlő	locality
08402	Keleti-dűlő	locality
08403	Keskeny-völgy	locality
08404	Kukoricás-dűlő	locality
08405	Körtvélyesi-dűlő	locality
08406	Köves-bereki-dűlő	locality
08407	Köves-dűlő	locality
08408	Köves-hegy	locality
08409	Község melletti-dűlő	locality
08410	Közép-föld-dűlő	locality
08411	Magtár-dűlő	locality
08412	Major-dűlő	locality
08413	Nagy-rétföld	locality
08414	Oldal-rét-dűlő	locality
08415	Pince-dűlő	locality
08416	Pronyiszkó-dűlő	locality
08417	Rossz-kúti-tábla	locality
08418	Sas-hegy	locality
08419	Sas-hegy	locality
08420	Sas-hegyi-dűlő	locality
08421	Szentgyörgyi-szőlők	locality
08422	Szent György-dűlő	locality
08423	Szőlők alatti dűlő	locality
08424	Sóskúti határra dűlő	locality
08425	Sóskúti úti dűlő	locality
08426	Süketi-dűlő	locality
08427	Süketi-dűlő	locality
08428	Vérti-erdő	locality
08429	Zámori határra dűlő	locality
08430	Zámori úti dűlő	locality
08431	Zámori-határdűlő	locality
08432	Ödönmajori-dűlő	locality
08433	Öreg hegyre dűlő	locality
08434	Öreg-hegy	locality
08435	Bárányjárás	locality
08436	Dudás-földek	locality
08437	Egerszegi-puszta	locality
08438	Ivacsok	locality
08439	Kopoj rét	locality
08440	Magyalos	locality
08441	Perőc-oldal	locality
08442	Cseh-domb	locality
08443	Jégeres-legelő	locality
08444	Másvölgyi-dűlő	locality
08445	Nagy-hát	locality
08446	Páskom	locality
08447	Sági út mente	locality
08448	Vásártér	locality
08449	Bánya-völgy	locality
08450	Bárányos	locality
08451	Büdös-kút	locality
08452	Hajdina-tető	locality
08453	Háromház	locality
08454	Kerek-domb	locality
08455	Kis-Szór	locality
08456	Korona-erdő	locality
08457	Majóka	locality
08458	Mogyorós	locality
08459	Sarjerdő-hegy	locality
08460	Szélesek	locality
08461	Szép-mező-bérc	locality
08462	Vörös-hegy	locality
08463	Határ-erdők	locality
08464	Heréskert	locality
08465	Irtvány-földek	locality
08466	Irtási-dűlő	locality
08467	Korlátos	locality
08468	Kálvária-dűlő	locality
08469	Községi-Öreg-erdő	locality
08470	Tornyói-sűrű	locality
08471	Öreg-erdő	locality
08472	Alsó-Pörös	locality
08473	Belső Tormás	locality
08474	Bánya-hegy alja	locality
08475	Első-dűlő	locality
08476	Fehér-kő	locality
08477	Fekete-kő	locality
08478	Fekete-kő-alja	locality
08479	Feketekő (szőlők)	locality
08480	Fiar-bükk	locality
08481	Fábián-kő	locality
08482	Halyagos alja	locality
08483	Hosszú-földek	locality
08484	Hosszú-hegy	locality
08485	Hosszú-hegyi-szőlők	locality
08486	Házi-rétek	locality
08487	Kajmát-tető	locality
08488	Kalmár-dűlő	locality
08489	Kerített-lapos	locality
08490	Lovász-hegy	locality
08491	Szabadosok dűlője	locality
08492	Szentmiklós	locality
08493	Szénégető-lapos	locality
08494	Tűzköves	locality
08495	Cigány-bükk	locality
08496	Cigány-bükk	locality
08497	Csonkás-hát	locality
08498	Felső-Vadács	locality
08499	Jusztinián-pihenő	locality
08500	Kerek-erdő	locality
08501	Kis-Bagoly-hegy	locality
08502	Kis-rét	locality
08503	Maróti-lápa	locality
08504	Nagy-irtás	locality
08505	Pap-rét	locality
08506	Pisznice-oldal	locality
08507	Prímás-lejtő	locality
08508	Száraz-kút	locality
08509	Vízválasztó	locality
08510	Öreg-erdő	locality
08511	Alsó-irtás-dűlő	locality
08512	Boldog-erdő	locality
08513	Forrásos	locality
08514	Határ-hegy	locality
08515	Hörcsög orra dűlő	locality
08516	Kas-kő-dűlő	locality
08517	Kolozsvári-dűlő	locality
08518	Kőbányai-oldal	locality
08519	Lebujt	locality
08520	Likas-kő	locality
08521	Lisztes-oldal	locality
08522	Makkos-erdő	locality
08523	Nagy-belátó	locality
08524	Négy-kői-dűlő	locality
08525	Pap-dűlő	locality
08526	Regál	locality
08527	Réti-földek	locality
08528	Sirád	locality
08529	Szélmalom-dűlő	locality
08530	Tóparti-dűlő	locality
08531	Tölös-dűlő	locality
08532	Tű-hegy	locality
08533	Verebi útra-felső-dűlő	locality
08534	Vörös-kereszt	locality
08535	Vörös-kúti-dűlő	locality
08536	Zsellér-legelő	locality
08537	Acsai-határdűlő	locality
08538	Alsó-rét	locality
08539	Alsó-szeles-rétek	locality
08540	Alá-dűlő	locality
08541	Becse	locality
08542	Bereg-tető	locality
08543	Csaplár alja	locality
08544	Csaplári-Hármas	locality
08545	Csaplári-dűlő	locality
08546	Csaplári-erdő	locality
08547	Cseplészes	locality
08548	Csipkés-dűlő	locality
08549	Csonka-oldal	locality
08550	Csákvár-úti-tábla	locality
08551	Csönget-völgy	locality
08552	Erdő-helyi-dűlő	locality
08553	Felső-hegy	locality
08554	Felső-rét	locality
08555	Fenyves-domb	locality
08556	Fásmai-dűlő	locality
08557	Ginza-erdők	locality
08558	Ginza-puszta	locality
08559	Girgó-tető	locality
08560	Görbefai-dűlő	locality
08561	Hatvani-dűlő	locality
08562	Hatvanpuszta	farm
08563	Homoki-dűlő	locality
08564	Homokos	locality
08565	Hosszú-irtás	locality
08566	Hunyó-bokor	locality
08567	Kis-becse-dűlő	locality
08568	Kis-hegy	locality
08569	Kis-kúti-dűlő	locality
08570	Kis-újhelyi-dűlő	locality
08571	Kálvária-hegy	locality
08572	Köpeny-dűlő	locality
08573	Körtvély-láp	locality
08574	Közép-dűlő	locality
08575	Közép-fel-dűlő	locality
08576	Labdási-dűlő	locality
08577	Lencse-föld	locality
08578	Malom fölötti-dűlő	locality
08579	Malom-domb	locality
08580	Meleg-dombi-legelő	locality
08581	Mogyorós	locality
08582	Mária-völgy	locality
08583	Nagy-legelő-dűlő	locality
08584	Noll-tanya	farm
08585	Orbán	locality
08586	Pap-haraszt	locality
08587	Parlagi-dűlő	locality
08588	Réz--hegy-alja	locality
08589	Réz-hegy	locality
08590	Somos-irtási-dűlő	locality
08591	Szalánka	locality
08592	Szalánka	locality
08593	Szilvás	locality
08594	Sínai-hegy	locality
08595	Temetői-dűlő	locality
08596	Tó-földek	locality
08597	Tűzkő-száró	locality
08598	Vitéz-tanyai-földek	locality
08599	Vérti-szőlők	locality
08600	Vértitelep	farm
08601	Öreg-hegy	locality
08602	Tóra dűlő	locality
08603	Új-osztályú-dűlő	locality
08604	Ürge-hegy	locality
08605	Páskom	locality
08606	Csicsak-dűlő	locality
08607	Első-földek	locality
08608	Fejszés-dűlő	locality
08609	Felső-dűlő	locality
08610	Fenék	locality
08611	Gardai-fejszés-dűlő	locality
08612	Gardai-fejszés-dűlő	locality
08613	Göböl-járó-dűlő	locality
08614	Görbe-dűlő	locality
08615	Háromrózsa	locality
08616	Kender-földek	locality
08617	Kereszt-dűlő	locality
08618	Kontra-dűlő	locality
08619	Képesfai-dűlő	locality
08620	Körtvélyes	locality
08621	Középső-dűlő	locality
08622	Kút-völgy	locality
08623	Legelő-hegy	locality
08624	Legelőre-dűlő	locality
08625	Magyar-dűlő	locality
08626	Málé-hegy	locality
08627	Nagypusztai-földek	locality
08628	Nazarénus-hegy	locality
08629	Pap-haraszt	locality
08630	Papmajori-kút	locality
08631	Paptói-dűlő	locality
08632	Póc alja	locality
08633	Póc aljai dűlő	locality
08634	Rét-földek	locality
08635	Sajgó-dűlő	locality
08636	Somos-tó	locality
08637	Somos-tói-erdő	locality
08638	Sziget-dűlő	locality
08639	Szép-völgy	locality
08640	Sándor-dűlő	locality
08641	Tabajdi-dűlő	locality
08642	Vérti-határ-dűlő	locality
08643	Új-hegy	locality
08644	Görbe-hajtás	locality
08645	Hajtás	locality
08646	Hrabina	locality
08647	Kecskeláb	locality
08648	Szép-cseres	locality
08649	Sárkány-oldal	locality
